Probes	Description	adipose	adrenal	brain	breast	colon	heart	kidney	liver	lung	lymphNode	ovary	prostate	skeltalMuscle	whiteBloodCell	testes	thyroid	testes_R	brain_R	placenta_R	foreskin_R	hLF_r2	hLF_r1
XLOC_010740	na|@chr13:114459241-114459561|	0	0.56528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009682	na|@chr12:19755759-19804413|	0	0.51063	0.47117	0.23753	0	0	0.2637	0	0.24874	0.57882	0.13054	0.2224	0	0	0	0	0	0	0	0	0	0
XLOC_009683	na|@chr12:19804539-19807186|	0	0.88666	0.33078	0.19842	0	0	0.28635	0	0.65242	0.16634	0.10333	0	0	0	0.11698	0	0	0.42026	0	0	0	0.34099
XLOC_009680	na|@chr12:18949214-18953305|	0	0	0	0.2174	0.1004	2.4303	0.063637	0	0	0	0	0.3582	0	0	0.025982	0	0	0	0	0	0	0
XLOC_009681	na|@chr12:19705711-19706887|	0.80035	0.78494	0.68029	0.26204	1.0771	0.65816	2.6296	0.3404	0.6606	1.8936	0.32129	0.41307	0.32971	1.5675	0.19493	0.16367	0.54118	0.63865	0	0.83165	0	1.9907
XLOC_012981	na|@chr19:15939756-15947064|	0	0.2267	0.093748	0	0	0	0.27419	0.75934	0.080098	0	0.058162	37.73	0	0	1.1194	0.21095	2.2487	0	7.4628	0	0	0
XLOC_012983	na|@chr19:16124632-16139647|	0	0	0	0	0	0	0	0	0.066124	0	0	0	0	0	4.8996	0	44.862	0	0	0	0	0
XLOC_012984	na|@chr19:16176492-16177108|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1021	0	6.164	0	0	0	0	0
XLOC_008559	na|@chr10:92720832-92766147|	0	0	0	0	0	3.0997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006418	na|@chr7:41004265-41019537|	0	0	0	0	0	0	0	0	0	0	0	0.035727	0	0	0	0	0	0	0	0	0	0
XLOC_006419	na|@chr7:42366037-42368604|	0	0	0	0.67115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006416	na|@chr7:39803197-39807261|	0.67473	1.7897	1.2449	0.69595	1.2861	0.18101	0.71539	0	0	2.2095	3.1201	0.97994	0	0.76316	0.96138	0.70821	2.605	0	1.8957	1.4297	0	1.5353
XLOC_012979	na|@chr19:14898315-14902721|	0	0	0	0	0	0	0	0	0	0.96602	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012978	na|@chr19:14898315-14902721|	1.0715	0	0	0.83296	0	0	0	0	0	0	0	0	0	1.4001	0	0	0	0	0	0	0	0
XLOC_006414	na|@chr7:39585248-39605943|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2571	0	2.9719	0	0	0	0	0
XLOC_006415	na|@chr7:39659892-39662092|	0	0	0.23847	0	0	0	0	0	0.072277	0	0.56669	0.074661	0	0	0.29198	0.46186	0.65859	0	0	0	0	0
XLOC_006412	na|@chr7:38376260-38419165|	0	0	0	0	0	0	0	0	0	0.3959	0	0.40578	0	1.2788	0	0	0	0	0	0	0	0
XLOC_008552	na|@chr10:91406045-91410579|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63337	0	0	0	0	0	0
XLOC_009685	na|@chr12:20162820-20164493|	0	0.4867	0	0	0	0	0	0	0.88555	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006411	na|@chr7:36015510-36028781|	0.81521	0.051607	0.28066	0.10092	0.078788	0	0	0	0	0	0	0	0	0	0.054527	0	0	0	0	0	0	0
XLOC_010739	na|@chr13:114444764-114448991|	0	0	0	0	0	0	0	0	0.18755	0	0	0	0	0	0.96558	0	2.3063	0	0	0	0	0
XLOC_009684	na|@chr12:19824092-19826192|	0	0.23856	0	0.30705	0	0	0	0	0.42686	0.73275	0	0	0	0	0	0	0	0	0	0	0	0.81311
XLOC_008554	na|@chr10:91613272-91674712|	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0181	2.4664	0	4.7355	0	0	0	0	0
XLOC_010736	na|@chr13:113804992-113807530|	0	0	0	0	0	0	0	0	0	0	0	0	0.64108	0	0	0	0	0	0	0	0	0
XLOC_008555	na|@chr10:91923669-91965545|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55965	0	0	0	0	0	0	0
XLOC_008556	na|@chr10:92162277-92300562|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_010734	na|@chr13:113341523-113344135|	0.86224	1.2528	1.0841	0.68277	0.32559	0.10298	0.38511	1.3993	0.26948	0.98029	1.0244	1.5158	0.61931	4.4261	2.2028	2.0643	5.5635	0.38131	1.139	0.18056	0	0.59604
XLOC_009689	na|@chr12:24857333-24893683|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56525	0	0	0	0	0	0	0
XLOC_008557	na|@chr10:92162277-92300562|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008558	na|@chr10:92618126-92621421|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72815	0	0	0	0	0	0	0
XLOC_010752	na|@chr14:21258298-21267971|	0	0.78594	0	0.048889	0	0	0	0	0	0.17845	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012991	na|@chr19:18315534-18316371|	1.0996	0.9019	0	0.86844	0.67431	0	0	0	0	0	0.51888	0	0	0	0	1.493	0	0	0	0	0	0
XLOC_010754	na|@chr14:21668433-21675059|	1.2818	5.7034	23.209	4.9831	4.1167	2.1193	1.7114	0.36848	2.97	2.6694	4.4729	6.2373	2.9537	0.47578	1.7419	2.6575	1.8995	11.479	1.3618	0.55214	0.98317	1.7304
XLOC_009670	na|@chr12:13301828-13329452|	0	0	0	0.99428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_010750	na|@chr14:20988476-20990339|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65861	0	0	0	0	0	0	0
XLOC_012999	na|@chr19:20358335-20359682|	0	0	0	0	0	0	0	0	0.39515	0	0	0	0	0	0	3.8649	0	0	0	0	0	0
XLOC_012997	na|@chr19:19867182-19932560|	0.081203	0.90446	6.73E-19	0.54829	0.81644	0.22775	0.48319	3.09E-21	0.27453	0.12483	0.46581	1.8312	2.52E-100	0.45357	0.69877	0.14464	0.72709	2.16E-09	2.64E-78	0.23721	0.25174	1.57E-24
XLOC_006407	na|@chr7:35411877-35414509|	0	0	0	0	0	0.53036	0	0	0	0	0	0	0	0.10237	0	0	0	0	0	0	0	0
XLOC_006408	na|@chr7:35535630-35549873|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006409	na|@chr7:35654245-35660870|	0	0.18852	0.23723	0.18029	0	0	0	0	0.13575	0.65	0.29586	0	0	0	1.724	0	3.4696	0	0	0	0	0
XLOC_008549	na|@chr10:90789620-90792766|	0	0	0	0	0	0	0	0	0	0.9453	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006403	na|@chr7:33769903-33771676|	0	0	0	0	0	0	0	0	0	0	0.16633	0	0	0	0	0	0	0	0	0	0	0
XLOC_006404	na|@chr7:33832779-33842768|	0	0	0	0.23514	0	0	0.20873	0	0	0.12544	0.099345	0	0	0	0	0	0	0	0	0	0	0
XLOC_006405	na|@chr7:33900207-33917087|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006406	na|@chr7:35297991-35299340|	0	0	0	0	0	0.25804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_010749	na|@chr14:19891096-19925333|	0	0.10405	0.15064	0.1003	0.055547	0.10425	0.092294	0	0	0.1585	0.066495	0	0	0.11674	0.070291	0.035885	0	0	0.37722	0	0	0
XLOC_008542	na|@chr10:88281701-88282443|	0	0.203	0.17108	0.18815	0.17855	0	1.1546	0	0.13361	0	0.41067	0.85709	0	0	0	1.0385	2.198	2.4583	0	0	0	0
XLOC_009673	na|@chr12:15049540-15052183|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5669	0	0	0	0	0	0	0
XLOC_008543	na|@chr10:89190751-89209410|	0.27809	0	0.29369	0.45926	1.1008	0.22726	1.1954	0	0.87715	2.957	0	0.90386	0.47166	0.18086	1.3936	0.57183	2.6402	0	0	1.3045	0	0.98074
XLOC_008540	na|@chr10:87209348-87251753|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07239	0	0	0	0	0	0	0
XLOC_006402	na|@chr7:31537025-31539781|	0	0	0.41692	0	0	0	0	0	0.44126	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009678	na|@chr12:16814695-16902754|	1.1377	0	0	3.6813	0	0.64658	0.51612	0.59425	0.67821	0	0	1.1818	0	0	0	0	0	0	0	0	0	0
XLOC_010746	na|@chr13:115095033-115099423|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009677	na|@chr12:16573560-16600358|	0.24415	0	0	0.69853	0.37478	0	0	0.67331	0.16758	0	0	0	0	0	3.3954	0.29586	5.2498	0	0	0	0	0.77184
XLOC_008547	na|@chr10:89739716-89740717|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.647	0	1.9128	0	0	0	0	0
XLOC_010747	na|@chr14:19505895-19507493|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21287	0	1.9757	0	0	0	0	0
XLOC_009679	na|@chr12:18906532-18926324|	0	0	0	0	0	1.1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003852	na|@chr4:1546984-1555291|	0	0.76789	0	0	0	1.684	0.59035	0	2.0504	1.1219	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003853	na|@chr4:1573435-1582249|	2.0747	1.5474	0	2.4594	4.211	0.35652	0.41348	0.46597	1.4472	7.0898	1.1692	2.3529	0	6.3361	1.8383	1.1879	0	0	0	2.5517	0	0.7656
XLOC_003854	na|@chr4:2011390-2043486|	0	0.056673	1.1477	1.2497	0.34642	0	0	0	0.12944	0.1014	0.32035	0	0	0	1.4374	0.07489	5.4261	1.0512	0	0	0	0
XLOC_006544	na|@chr7:100434935-100450238|	0	0	0	0	0	0	0	0	0	0.34522	0.3202	0	0	0	0	0	0	0	0	0	0	0
XLOC_003857	na|@chr4:3051280-3064341|	0	0	0	0	0	0	0.6979	0	0	0	0	0	1.0103	0	0	0	0	0	0	0	0	0
XLOC_009475	na|@chr11:65574366-65585604|	0.58286	0.78109	0.82063	0.59795	0	0	1.6621	0	0	0.22763	0.88709	0.31327	0	0	0.61211	1.435	0	1.1295	0	0.80227	0	0.65047
XLOC_003858	na|@chr4:3065197-3076241|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006548	na|@chr7:101206058-101212286|	0	0	1.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3624	0.38125	0	0	0
XLOC_000879	na|@chr1:79735991-79871942|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041096	0	1.7318	0	0	0	0	0
XLOC_000888	na|@chr1:84464969-84466352|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3519	0	4.0823	0	0	0	0	0
XLOC_000885	na|@chr1:83001857-83021203|	0	0	0.77931	0.35843	0	0	0	0	0	0	0	0	0	0	0.31722	0	0	0	0	0	0	0
XLOC_000883	na|@chr1:81000662-81112834|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000884	na|@chr1:82680903-82726817|	0	0	0.15928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000881	na|@chr1:79735991-79871942|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6983	0	6.1357	0	0	0	0	0
XLOC_000882	na|@chr1:80839048-80840306|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009473	na|@chr11:65254017-65256453|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40242	0	0.87106	0	0	0	0	0
XLOC_003849	na|@chr4:1282935-1283492|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5803	0	0	0	0	0
XLOC_000880	na|@chr1:79735991-79871942|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58544	0	0	0	0	0	0	0
XLOC_009474	na|@chr11:65265105-65278498|	699.26	1434.6	2126.6	963.31	473.32	826.82	2621.4	120.1	217.26	164.93	454.72	100.57	232.49	74.279	192.43	1304.3	203.15	471.12	234.06	474.39	414.65	1507.6
XLOC_003864	na|@chr4:4543857-4822155|	0	0.0024745	0	0	0	0	0.05321	0	0	0	0.019304	4.12E-06	0	8.06E-12	0.28533	0	0.4057	0	0	0	0	0
XLOC_003865	na|@chr4:4922512-4935669|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.666	0	2.4957	0	0	0	0	0
XLOC_003862	na|@chr4:3760474-3765117|	0.38615	0.69004	0.29988	0.11265	0.21773	0.21715	1.3519	0	0.1882	0.46869	0.35572	0.4091	0.020263	0	0.81586	0.10547	0.82746	0.55799	0.87585	0	0	0.096705
XLOC_006551	na|@chr7:103642281-103672626|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41862	0	0	0	0	0	0	0
XLOC_003863	na|@chr4:4543857-4822155|	0	0	0	0	0	0	0	0	0	0	0.17218	0	0	0.014217	5.4261	0	1.7221	0	0	0	0	0
XLOC_006554	na|@chr7:104653693-104654602|	1.0758	2.8939	1.7482	2.7635	2.6926	1.1379	3.7607	1.6224	4.5574	5.3781	1.4194	2.5292	3.7552	1.7962	3.6257	7.5482	13.976	3.0889	5.9391	1.1648	3.1329	2.4391
XLOC_009487	na|@chr11:69902337-69911477|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071475	0	0.45598	0	0	0	0	0
XLOC_006555	na|@chr7:106065908-106280354|	0	0	0	0	0	0	0.25134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003867	na|@chr4:6305742-6309206|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36619	1.0344	0	0	0	0	0	0
XLOC_006559	na|@chr7:108962376-108966372|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26841	0	0	0	0	0	0	0
XLOC_003860	na|@chr4:3508421-3511161|	0.24685	0.24822	0	0.1755	0	0.13646	0.3436	0	0	0	0.12952	0	0	0	0.05909	0.24633	2.3811	0	2.9239	0	0	1.9872
XLOC_000889	na|@chr1:84542061-84543595|	0.14166	0.45754	1.2884	0.3698	0.31514	0.13348	0.45205	0.27008	0	0.24175	0.52021	1.7385	0.25526	0.098682	0.43856	0.85341	1.41	0.80498	0.36274	0.30093	0	1.3395
XLOC_003861	na|@chr4:3675320-3679582|	0	0	0	0	0	0	0	0	0	0	0	0.15628	0	0	0	0	0	0	0	0	0	0
XLOC_000897	na|@chr1:86966981-86969353|	0	0	0	0	1.5686	0.71628	0	0	0.06275	0	0.096909	0.17724	0	0	0.072527	0.18307	0.62922	0	0	0	0	0
XLOC_000899	na|@chr1:87781429-87786243|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46929	0	0	0	0	0	0	0
XLOC_000892	na|@chr1:84830647-84863576|	0	0	0	0	0	0	0	0	0	0.32583	0	0.067282	0	0.30282	0.16481	0.92497	0.4883	0.38736	0	0	0	0
XLOC_000893	na|@chr1:84920351-84924713|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7326	0	0	0	0	0
XLOC_000894	na|@chr1:84937580-84943596|	0	0	0	0	0	0	0.48634	0	0	0	0	0	0	0	0.47724	0	0	0	0	0	0	0
XLOC_000895	na|@chr1:85063634-85086673|	0	0.42168	2.8755	0	0	0	1.0705	0	0	0	0.29909	0	0	0	1.1103	0.10861	0	0	0	0	0	0
XLOC_009483	na|@chr11:68996232-69002418|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8574	0	4.0917	0	0	0	0	0
XLOC_009484	na|@chr11:69159845-69167800|	0	0.074347	0	0.10184	0	0	0	2.1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24846
XLOC_009485	na|@chr11:69290398-69291552|	0	0	0	0	1.931	0	0	0.27413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009480	na|@chr11:67326815-67330888|	0	0	0	0	0	0	1.6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006522	na|@chr7:91268161-91272827|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36933	0	0	0	0	0	0	0	0
XLOC_009499	na|@chr11:72859380-72892257|	0	0	0	0	0	1.0051	0	0	0	0	0.54547	0	0	0	0.20342	0	0.48272	0	0	0	0	0
XLOC_003878	na|@chr4:9376808-9388085|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41363	0	0	0	0	0	0	0
XLOC_006521	na|@chr7:90940672-91186163|	0	0	0.61344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009498	na|@chr11:72396114-72524260|	0	0.14244	0	0	0	0	0	0	0	0.54593	0.15778	0.13906	0	0.78254	0.13488	0.47082	0	0	0	0	0	0.3079
XLOC_006520	na|@chr7:90940672-91186163|	0	0	2.1237	0.39651	0	0.23359	0.54744	0.27103	0	0	0.30912	0	0	0	0	0	0	0	0	0	0	0
XLOC_009497	na|@chr11:72239230-72246063|	0	1.3727	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0947	0	0	0	0	0	0
XLOC_003873	na|@chr4:7132606-7133131|	0	0	0.84806	0	0	0	0	0	0	0	0.40635	0	0	0	0	0	0	0	0	0	0	0
XLOC_003874	na|@chr4:8160851-8166042|	0.086651	0.1034	0.77287	0.14277	0.13986	0.071908	0.25569	0	0.1168	0.077891	0.63027	0.31498	0.68583	0.21843	0.27797	1.1176	0.33262	0.8857	0	0	0	0
XLOC_003870	na|@chr4:6672409-6675587|	1.6528	1.8056	2.8411	3.3918	1.6246	3.8516	4.5659	1.3165	1.462	4.0496	3.29	7.314	1.9182	3.1254	4.8667	1.7548	11.017	4.5351	2.0001	2.1002	0	4.8129
XLOC_006529	na|@chr7:96250838-96293650|	0.27466	3.0066	3.755	3.205	8.2699	4.2621	4.3755	0.51239	1.0481	4.0764	7.2553	5.0404	0.76189	1.4409	6.609	4.7066	7.8884	1.3213	0.81517	0	0	0.60215
XLOC_000857	na|@chr1:63466167-63478142|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26569	0	0	0	0	0	0	0
XLOC_003871	na|@chr4:6689174-6694797|	0	0.18628	0.08515	0.11482	0	0	0.12541	0.17209	0.13763	0.13254	0.070464	0.12255	0	3.1053	0.12535	0.14413	0.054686	0	0	0	0	0
XLOC_000856	na|@chr1:61125302-61291256|	0	0	0.22662	0	0	0	0	0	0.048497	0.050643	0.037703	0.13033	0	0	0.032357	0	0	0.22799	0	0	0	0
XLOC_003872	na|@chr4:7096297-7105186|	0.15696	0.051099	0.12538	0.12952	1.5157	0.15526	0.8496	0.088763	0.10262	0.14427	0.084598	3.182	0.19151	0	1.1988	0.18157	5.0271	0	0	0	0	0
XLOC_006525	na|@chr7:93891297-94021491|	0	0	0	0	0.55672	0	0.70327	0	0.81175	0.28492	1.1985	1.4339	0	0	0.70683	0.33613	0	0	0	2.3071	0	1.0877
XLOC_006524	na|@chr7:93701070-93706469|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000865	na|@chr1:69486138-69499025|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8859	0	0	0	0	0
XLOC_000866	na|@chr1:69709054-69715106|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38538	0	0	0	0	0	0	0
XLOC_000863	na|@chr1:65532309-65533420|	1.2771	0	1.0998	0.36943	0.69586	0	0	0	0	0.66509	0.86969	0.57697	0	0	0.48042	1.0905	0	0	0	0	0	0
XLOC_009493	na|@chr11:71213027-71213692|	0.25839	0.53178	0.51202	0.29459	1.2069	0	0.37824	0	0.40358	1.1039	0.73711	0.40631	0	0.53854	0.23287	0.18755	0	0	0	0	0	0
XLOC_009494	na|@chr11:71578413-71596531|	0	0.83905	0	0	0	0	0.56491	0	0.1408	0	0.46616	0.61696	0	0	0.41989	0.49813	0	0	0	0	0	0
XLOC_006532	na|@chr7:98283481-98286896|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28424	0	2.9093	0	0	0	0	0
XLOC_003889	na|@chr4:13821733-13978699|	0	0	0	0	0	1.6308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003886	na|@chr4:12949197-12950294|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003884	na|@chr4:12471481-12611001|	0	0	0	0	0	0.51714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003885	na|@chr4:12860724-12866585|	0	0.061438	0	0	0	0.11859	0.038738	0.047983	0	0	0.045563	0	0	0	0	0	0	0	0	0	0	0
XLOC_000868	na|@chr1:71110665-71114581|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90789	0	0	0	0	0	0	0
XLOC_003882	na|@chr4:11466107-11815582|	0	0.12095	0	0	0	0.035843	0.0096902	0	0	0	2.2296	0	0.14854	0	0.15949	0	0.058099	0	0	0	0	0
XLOC_003883	na|@chr4:12471481-12611001|	0	0	0	0	0	0.97967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003880	na|@chr4:9682415-9693365|	0	0	0.88312	0	0	0	0	0	0	0	0.77348	0.43978	0	0	0	0	0	0	0	0	0	0
XLOC_000869	na|@chr1:71172135-71252214|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003881	na|@chr4:9682415-9693365|	0	0.17811	0	0	0.28946	0	0	0	0	0	0.15933	0.58777	0	0	0	0.36546	0	0	0	0	0	0
XLOC_000872	na|@chr1:76175699-76189696|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000873	na|@chr1:77223808-77244952|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000876	na|@chr1:79346569-79351681|	0	0	0	0	0	0	0	0	0	0	0	0.65617	0	0	0	0	0	0	0	0	0	0
XLOC_000877	na|@chr1:79490857-79493876|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99547	0	0	0	0	0	0	0
XLOC_006505	na|@chr7:77144083-77163609|	0	0	0	0	0	0	0	0	0	0.24242	0	0.12367	0	0	2.6776	0.15234	1.1977	0	0	0	0	0.38959
XLOC_003890	na|@chr4:14384746-14410702|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006508	na|@chr7:79875724-79941772|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003894	na|@chr4:15852162-15857611|	0.89556	2.334	3.6919	0.91103	0	2.6023	0	0.88634	1.7788	5.024	0.29046	0.69717	0.31227	4.5582	0.28488	0.61799	0	2.3355	0	0	0	0
XLOC_006507	na|@chr7:77646374-79100715|	1.1415	0.64177	2.6316	1.8041	1.0241	0.77893	4.045	0.39485	1.1697	1.6371	4.8443	1.9609	0.29728	0.00031545	1.2418	0.85519	0.2994	2.0142	0.45361	0.7061	0.95686	1.1203
XLOC_009437	na|@chr11:46277870-46292165|	0	0	0	0	0	0	0	0	1.7781	0	0	0.7765	0	0	0	0	0	0	0	0	0	0
XLOC_003895	na|@chr4:16115964-16122540|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69157	0	1.4084	0	0	0	0	0
XLOC_003898	na|@chr4:17460263-17462011|	0.41788	0.33091	0.65436	0.27489	0.57299	0.18745	0	0	0.47976	0.41505	0.15131	0.78413	0	0	0.36788	0	0	1.0743	0	0	0	0.423
XLOC_009436	na|@chr11:46235388-46241181|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8722	0	3.9926	0	0	0	0	0
XLOC_003897	na|@chr4:17173380-17187680|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09822	0	0.32351	0	0	0	0	0
XLOC_009433	na|@chr11:45755962-45767510|	0	0	0	0	0	0.50212	0	0	0	0	0	0	4.7642	0	0	0.38587	0	0	0	0	0	0
XLOC_009434	na|@chr11:45772391-45773152|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50685	0	1.2453	0	0	0	0	0
XLOC_009432	na|@chr11:45746267-45749273|	0	0	0	0.061206	0	0	0	0	0	0	0	0	1.2331	0	0.42663	0.19405	0.3167	0	0	0	0	0
XLOC_006513	na|@chr7:84568661-84569351|	2.8336	4.5141	0.50376	3.5552	3.2653	0.97797	1.6245	0.97203	4.2089	9.125	3.5907	6.4213	1.337	1.5251	3.5215	3.9829	1.817	0	2.3912	2.6452	1.545	2.5763
XLOC_006516	na|@chr7:86953597-86974837|	7.644	10.251	5.7578	11.986	18.302	8.4189	12.702	22.799	15.606	10.055	7.4192	24.661	6.7616	11.17	12.296	8.1899	8.3714	11.036	5.5575	14.667	14.09	16.029
XLOC_005102	na|@chr5:178121720-178134039|	0	0	0	0	0	0	0	0	0	0.11127	0	0	0.22143	0	1.3975	0	3.1461	0	0	0	0	0
XLOC_005101	na|@chr5:177479412-177479818|	0	0.35041	2.506	0.6437	0	0	2.0844	0	0.31229	1.6169	1.5807	0.40277	0.63354	0	5.836	0.33548	17.579	2.7312	0	0	0	0
XLOC_005104	na|@chr5:178365677-178368084|	0.063954	0.068568	0.094746	0.075746	0.077313	0	0.14517	0	0	0	0.21044	0.18593	0.15412	0	0.07011	0.095212	0.58371	0.25725	0	0	0	0
XLOC_005105	na|@chr5:178804600-178805760|	0.58949	0.85529	0	0.33753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009447	na|@chr11:60794934-60810810|	0.07881	1.3458	0.091877	0.094608	0.075951	0.035938	0.031514	0	0.27952	0.95332	0.22277	0.19614	0.097527	1.6067	0.067169	0.058679	0	0	0.3395	0	0	0
XLOC_009448	na|@chr11:61215890-61218493|	0.1536	0.28274	0.27389	0	0	0.22614	0.19102	0	0	0	0.24309	0	0.28481	0	0.21324	0.45103	1.3608	0	0	0	0	0.43098
XLOC_009449	na|@chr11:61236175-61241062|	0	0.29479	0	0	0	0	0	0.26504	0	0	0.40357	0	0	0	0	0	1.8382	0	0	0	0	0
XLOC_006511	na|@chr7:82323789-82324640|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.285	0	0	0	0	0	0	0
XLOC_009444	na|@chr11:58002205-58006146|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9043
XLOC_006512	na|@chr7:82797449-82804744|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0775	0	0	0	0	0	0	0
XLOC_009445	na|@chr11:58897609-58903816|	0.87337	2.1264	0.92645	0.66209	1.8031	0.3051	1.6036	0.31428	1.0088	2.4488	2.9162	2.6231	0.16392	2.4683	1.6737	1.3587	2.2074	0.39545	0.57192	1.7491	1.2882	0.93998
XLOC_009440	na|@chr11:50231597-50233106|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7184	0	0	0	0	0	0	0
XLOC_009456	na|@chr11:62168659-62169776|	0	0	0	0	0.54039	0	0	0	0.77628	0	0	0	0	0.78587	2.3912	0	2.9428	0	0	0	0	0
XLOC_009453	na|@chr11:61965678-61974030|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36083	0	0	0	0	0	0	0
